Esper Battlemage,Боевой Маг Эспера,Артефактное Существо —  Человек Чародей,"{W}, {T}: предотвратите следующие 2 повреждения, которые должны быть нанесены вам в этом ходу.
{B}, {T}: целевое существо получает -1/-1 до конца хода."
Hissing Iguanar,Шипящий Игуанар,Существо —  Ящер,"Каждый раз, когда другое существо попадает из игры на кладбище, вы можете заставить Шипящего Игуанара нанести 1 повреждение целевому игроку."
Kresh the Bloodbraided,Креш Кровавокосый,Легендарное Существо —  Человек Воин,"Каждый раз, когда другое существо попадает из игры на кладбище, вы можете положить X жетонов +1/+1 на Креша Кровавокосого, где X — сила того существа."
Savage Lands,Дикие Земли,Земля,"Дикие Земли входят в игру повернутыми.
{T}: добавьте {B}, {R} или {G} в ваше хранилище маны."
Sharding Sphinx,Осколочный Сфинкс,Артефактное Существо —  Сфинкс,"Полет
Каждый раз, когда артефактное существо под вашим контролем наносит боевые повреждения игроку, вы можете положить в игру одну фишку артефактного существа 1/1 синий Топтер с Полетом."
Kederekt Leviathan,Кедеректский Левиафан,Существо —  Левиафан,"Когда Кедеректский Левиафан входит в игру, верните все остальные не являющиеся землями перманенты в руки их владельцев.
Откопать {6}{U} #({6}{U}: верните эту карту из вашего кладбища в игру. Она получает Ускорение. Удалите ее из игры в конце хода, или если она должна покинуть игру. Откапывайте только как волшебство.)#"
Ooze Garden,Сад Тины,Чары,"{1}{G}, пожертвуйте не являющееся Тиной существо: положите в игру одну фишку существа X/X зеленая Тина, где Х — сила пожертвованного существа. Разыгрывайте эту способность только при возможности разыгрывать волшебство."
Obelisk of Grixis,Обелиск Гриксиса,Артефакт,"{T}: добавьте {U}, {B} или {R} в ваше хранилище маны."
Filigree Sages,Знатоки Филиграни,Артефактное Существо —  Ведалкен Чародей,{2}{U}: разверните целевой артефакт.
Volcanic Submersion,Вулканическое Наводнение,Волшебство,"Уничтожьте целевой артефакт или землю.
Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#"
Obelisk of Jund,Обелиск Джанда,Артефакт,"{T}: добавьте {B}, {R} или {G} в ваше хранилище маны."
Blister Beetle,Жук-Нарывник,Существо —  Насекомое,"Когда Жук-Нарывник входит в игру, целевое существо получает -1/-1 до конца хода."
Executioner's Capsule,Капсула Палача,Артефакт,"{1}{B}, {T}, пожертвуйте Капсулу Палача: уничтожьте целевое нечерное существо."
Salvage Titan,Утильный Титан,Артефактное Существо —  Голем,"Вы можете пожертвовать три артефакта, а не платить мана-стоимость Утильного Титана.
Удалите из игры три карты артефактов, находящихся на вашем кладбище: верните Утильного Титана из вашего кладбища в вашу руку."
Resounding Roar,Гулкий Рык,Мгновенное заклинание,"Целевое существо получает +3/+3 до конца хода.
Цикл {5}{R}{G}{W} #({5}{R}{G}{W}, сбросьте эту карту: возьмите карту.)#
Когда вы совершаете цикл Гулкого Рыка, целевое существо получает +6/+6 до конца хода."
Druid of the Anima,Друид Анимы,Существо —  Эльф Друид,"{T}: добавьте {R}, {G} или {W} в ваше хранилище маны."
Obelisk of Esper,Обелиск Эспера,Артефакт,"{T}: добавьте {W}, {U} или {B} в ваше хранилище маны."
Tezzeret the Seeker,Теззерет Искатель,Planeswalker — Теззерет,"+1: разверните не более двух целевых артефактов.
-X: найдите в вашей библиотеке карту артефакта с конвертированной мана-стоимостью Х или меньше и положите ее в игру. Затем перетасуйте вашу библиотеку.
-5: артефакты под вашим контролем становятся артефактными существами 5/5 до конца хода."
Ad Nauseam,До Тошноты,Мгновенное заклинание,"Покажите верхнюю карту вашей библиотеки и положите ту карту в вашу руку. Вы теряете количество жизней, равное ее конвертированной мана-стоимости. Вы можете повторять этот процесс сколько угодно раз."
Spearbreaker Behemoth,Ломающее Копья Чудище,Существо —  Зверь,"Ломающее Копья Чудище не может быть уничтожено.
{1}: целевое существо с силой 5 или больше не может быть уничтожено в этом ходу."
Blightning,Губительная Молния,Волшебство,Губительная Молния наносит 3 повреждения целевому игроку. Тот игрок сбрасывает две карты.
Vithian Stinger,Витийский Разитель,Существо —  Человек Шаман,"{T}: Витийский Разитель наносит 1 повреждение целевому существу или игроку.
Откопать {1}{R} #({1}{R}: верните эту карту из вашего кладбища в игру. Она получает Ускорение. Удалите ее из игры в конце хода, или если она должна покинуть игру. Откапывайте только как волшебство.)#"
Tower Gargoyle,Башенная Горгулья,Артефактное Существо —  Горгулья,Полет
Sanctum Gargoyle,Горгулья Святилища,Артефактное Существо —  Горгулья,"Полет
Когда Горгулья Святилища входит в игру, вы можете вернуть целевую карту артефакта из вашего кладбища в вашу руку."
Ethersworn Canonist,Канонист Эфироблюстителей,Артефактное Существо —  Человек Священник,"Каждый игрок, уже разыгравший в этом ходу неартефактное заклинание, не может разыгрывать дополнительные неартефактные заклинания."
Cylian Elf,Силийский Эльф,Существо —  Эльф Разведчик,
Dragon Fodder,Драконий Корм,Волшебство,Положите в игру две фишки существа 1/1 красный Гоблин.
Goblin Assault,Гоблинский Десант,Чары,"В начале вашего шага поддержки положите в игру одну фишку существа 1/1 красный Гоблин с Ускорением.
Существа-Гоблины атакуют во время каждого хода, если могут."
Savage Hunger,Дикий Голод,Чары —  Аура,"Зачаровать существо
Зачарованное существо получает +1/+0 и имеет Пробивной удар.
Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#"
Drumhunter,Перестукивающийся Охотник,Существо —  Человек Друид Воин,"В конце вашего хода, если под вашим контролем есть существо с силой 5 или больше, вы можете взять карту.
{T}: добавьте {1} в ваше хранилище маны."
Naya Battlemage,Боевой Маг Найи,Существо —  Человек Шаман,"{R}, {T}: целевое существо получает +2/+0 до конца хода.
{W}, {T}: поверните целевое существо."
Rafiq of the Many,Рафик Многомедальный,Легендарное Существо —  Человек Рыцарь,"Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#
Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает Двойной удар до конца хода."
Seaside Citadel,Морская Цитадель,Земля,"Морская Цитадель входит в игру повернутой.
{T}: добавьте {G}, {W} или {U} в ваше хранилище маны."
Soul's Fire,Огонь Души,Мгновенное заклинание,"Находящееся в игре целевое существо под вашим контролем наносит целевому существу или игроку повреждения, равные своей силе."
Bull Cerodon,Бык-Рогозуб,Существо —  Зверь,"Бдительность, Ускорение"
Waveskimmer Aven,"Птица, Скользящая над Волнами",Существо —  Птица Солдат,"Полет
Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#"
Sighted-Caste Sorcerer,Колдун из Касты Провидцев,Существо —  Человек Чародей,"Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#
{U}: Колдун из Касты Провидцев получает Пелену до конца хода. #(Он не может быть целью заклинаний или способностей.)#"
Rhox War Monk,"Рокс, Боевой Монах",Существо —  Носорог Монах,Цепь жизни
Sigiled Paladin,Медаленосный Паладин,Существо —  Человек Рыцарь,"Первый удар
Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#"
Rhox Charger,Нападающий Рокс,Существо —  Носорог Солдат,"Пробивной удар
Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#"
Court Archers,Придворные Лучники,Существо —  Человек Лучник,"Захват #(Этот объект может блокировать существа с Полетом.)#
Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#"
Akrasan Squire,Акрасский Оруженосец,Существо —  Человек Солдат,"Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#"
Bone Splinters,Костные Осколки,Волшебство,"В качестве дополнительной стоимости разыгрывания Костных Осколков пожертвуйте существо.
Уничтожьте целевое существо."
Predator Dragon,Хищный Дракон,Существо —  Дракон,"Полет, Ускорение
Пожирание 2 #(При входе этого существа в игру вы можете пожертвовать любое количество существ. Это существо входит в игру с количеством жетонов +1/+1 на нем, в два раза превышающим их число.)#"
Feral Hydra,Лютая Гидра,Существо —  Гидра Зверь,"Лютая Гидра входит в игру с Х жетонами +1/+1 на ней.
{3}: положите один жетон +1/+1 на Лютую Гидру. Любой игрок может разыграть эту способность."
Mycoloth,Миколот,Существо —  Плесень,"Пожирание 2 #(При входе этого существа в игру вы можете пожертвовать любое количество существ. Это существо входит в игру с количеством жетонов +1/+1 на нем, в два раза превышающим их число.)#
В начале вашего шага поддержки положите в игру одну фишку существа 1/1 зеленый Сапролинг за каждый жетон +1/+1 на Миколоте."
Kiss of the Amesha,Поцелуй Амеши,Волшебство,Целевой игрок получает 7 жизней и берет две карты.
Sarkhan Vol,Сархан Воль,Planeswalker — Сархан,"+1: существа под вашим контролем получают +1/+1 и Ускорение до конца хода.
-2: получите контроль над целевым существом до конца хода. Разверните то существо. Оно получает Ускорение до конца хода.
-6: положите в игру пять фишек существа 4/4 красный Дракон с Полетом."
Resounding Silence,Гулкая Тишина,Мгновенное заклинание,"Удалите целевое атакующее существо из игры.
Цикл {5}{G}{W}{U} #({5}{G}{W}{U}, сбросьте эту карту: возьмите карту.)#
Когда вы совершаете цикл Гулкой Тишины, удалите из игры не более двух целевых атакующих существ."
Algae Gharial,Водорослевый Гавиал,Существо —  Крокодил,"Пелена
Каждый раз, когда другое существо попадает из игры на кладбище, вы можете положить один жетон +1/+1 на Водорослевого Гавиала."
Scavenger Drake,Дрейк-Падальщик,Существо —  Дрейк,"Полет
Каждый раз, когда другое существо попадает из игры на кладбище, вы можете положить один жетон +1/+1 на Дрейка-Падальщика."
Rockslide Elemental,Элементаль Скального Оползня,Существо —  Элементаль,"Первый удар
Каждый раз, когда другое существо попадает из игры на кладбище, вы можете положить один жетон +1/+1 на Элементаля Скального Оползня."
Wild Nacatl,Накатльская Дикарка,Существо —  Кошка Воин,"Накатльская Дикарка получает +1/+1, пока вы контролируете Гору.
Накатльская Дикарка получает +1/+1, пока вы контролируете Равнину."
Cavern Thoctar,Пещерный Токтар,Существо —  Зверь,{1}{R}: Пещерный Токтар получает +1/+0 до конца хода.
Topan Ascetic,Топанский Аскет,Существо —  Человек Монах,Поверните неповернутое существо под вашим контролем: Топанский Аскет получает +1/+1 до конца хода.
Angelsong,Песнь Ангелов,Мгновенное заклинание,"Предотвратите все боевые повреждения, которые должны быть нанесены в этом ходу.
Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#"
Vein Drinker,Кровохлеб,Существо —  Вампир,"Полет
{R}, {T}: Кровохлеб наносит целевому существу количество повреждений, равное своей силе. То существо наносит Кровохлебу количество повреждений, равное своей силе.
Каждый раз, когда существо, которому Кровохлеб нанес повреждения в этом ходу, попадает на кладбище, положите на Кровохлеба один жетон +1/+1."
Manaplasm,Манаплазма,Существо —  Тина,"Каждый раз, когда вы разыгрываете заклинание, Манаплазма получает +X/+X до конца хода, где X — конвертированная мана-стоимость того заклинания."
Steelclad Serpent,Покрытый Сталью Змей,Артефактное Существо —  Змей,"Покрытый Сталью Змей не может атаковать, если только под вашим контролем нет другого артефакта."
Swerve,Отклонение,Мгновенное заклинание,Измените цель целевого заклинания с единственной целью.
Gather Specimens,Сбор Образцов,Мгновенное заклинание,"Если в этом ходу существо должно войти в игру под контролем оппонента, оно входит в игру под вашим контролем вместо этого."
Puppet Conjurer,Заклинатель Кукол,Артефактное Существо —  Человек Чародей,"{U}, {T}: положите в игру одну фишку артефактного существа 0/1 синий Гомункул.
В начале вашего шага поддержки пожертвуйте Гомункула."
Windwright Mage,Маг-Ветродел,Артефактное Существо —  Человек Чародей,"Цепь жизни #(Каждый раз, когда это существо наносит повреждения, вы получаете столько же жизней.)#
Маг-Ветродел имеет Полет, пока на вашем кладбище есть карта артефакта."
Tidehollow Strix,Неясыть Приливных Пещер,Артефактное Существо —  Птица,"Полет
Смертельное касание #(Каждый раз, когда это существо наносит повреждения другому существу, уничтожьте то существо.)#"
Necrogenesis,Некрогенез,Чары,{2}: удалите из игры находящуюся на кладбище целевую карту существа. Положите в игру одну фишку существа 1/1 зеленый Сапролинг.
Rockcaster Platoon,Взвод Камнеметателей,Существо —  Носорог Солдат,{4}{G}: Взвод Камнеметателей наносит 2 повреждения каждому существу с Полетом и каждому игроку.
Keeper of Progenitus,Хранитель Прародителя,Существо —  Эльф Друид,"Каждый раз, когда игрок поворачивает Гору, Лес или Равнину для получения маны, тот игрок добавляет в свое хранилище маны одну ману любого типа, произведенного той землей."
Gift of the Gargantuan,Дар Исполина,Волшебство,Посмотрите четыре верхние карты вашей библиотеки. Вы можете показать из них карту существа и (или) карту земли и положить показанные карты в вашу руку. Положите остальные карты в низ вашей библиотеки в любом порядке.
Spell Snip,Урезание Заклинания,Мгновенное заклинание,"Отмените целевое заклинание, если только контролирующий его игрок не заплатит {1}.
Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#"
Invincible Hymn,Непобедимый Гимн,Волшебство,Посчитайте количество карт в вашей библиотеке. Количество ваших жизней становится равным этому числу.
Coma Veil,Покров Комы,Чары —  Аура,"Зачаровать артефакт или существо
Зачарованный перманент не разворачивается во время шага разворота контролирующего его игрока."
Resounding Thunder,Гулкий Гром,Мгновенное заклинание,"Гулкий Гром наносит 3 повреждения целевому существу или игроку.
Цикл {5}{B}{R}{G} #({5}{B}{R}{G}, сбросьте эту карту: возьмите карту.)#
Когда вы совершаете цикл Гулкого Грома, он наносит 6 повреждений целевому существу или игроку."
Knight of the Skyward Eye,Рыцарь Поднятого к Небу Взора,Существо —  Человек Рыцарь,{3}{G}: Рыцарь Поднятого к Небу Взора получает +3/+3 до конца хода. Разыгрывайте эту способность только один раз за ход.
Vicious Shadows,Злобные Тени,Чары,"Каждый раз, когда существо попадает из игры на кладбище, вы можете заставить Злобные Тени нанести повреждения целевому игроку, равные количеству карт в руке того игрока."
Exuberant Firestoker,Пылкий Мастер Огня,Существо —  Человек Друид Шаман,"В конце вашего хода, если под вашим контролем есть существо с силой 5 или больше, вы можете заставить Пылкого Мастера Огня нанести 2 повреждения целевому игроку.
{T}: добавьте {1} в ваше хранилище маны."
Jund Battlemage,Боевой Маг Джанда,Существо —  Человек Шаман,"{B}, {T}: целевой игрок теряет 1 жизнь.
{G}, {T}: положите в игру одну фишку существа 1/1 зеленый Сапролинг."
Agony Warp,Мучительная Деформация,Мгновенное заклинание,"Целевое существо получает -3/-0 до конца хода.
Целевое существо получает -0/-3 до конца хода."
Call to Heel,Приказ Подчиниться,Мгновенное заклинание,Верните целевое существо в руку его владельца. Контролирующий его игрок берет карту.
Tidehollow Sculler,Кормчий Приливных Пещер,Артефактное Существо —  Зомби,"Когда Кормчий Приливных Пещер входит в игру, целевой оппонент показывает свою руку, и вы выбираете из нее не являющуюся землей карту. Удалите ту карту из игры.
Когда Кормчий Приливных Пещер покидает игру, верните ту удаленную карту в руку ее владельца."
Hellkite Overlord,Змей-Повелитель,Существо —  Дракон,"Полет, Пробивной удар, Ускорение
{R}: Змей-Повелитель получает +1/+0 до конца хода.
{B}{G}: регенерируйте Змея-Повелителя."
Mayael the Anima,"Майел, Святая Анима",Легендарное Существо —  Эльф Шаман,"{3}{R}{G}{W}, {T}: посмотрите пять верхних карт вашей библиотеки. Вы можете положить в игру находящуюся среди них карту существа с силой 5 или больше. Положите остальные карты в низ вашей библиотеки в любом порядке."
Jungle Shrine,Святыня Джунглей,Земля,"Святыня Джунглей входит в игру повернутой.
{T}: добавьте {R}, {G} или {W} в ваше хранилище маны."
Obelisk of Naya,Обелиск Найи,Артефакт,"{T}: добавьте {R}, {G} или {W} в ваше хранилище маны."
Woolly Thoctar,Шерстистый Токтар,Существо —  Зверь,
Thorn-Thrash Viashino,Виашино Шипастой Стаи,Существо —  Виашино Воин,"Пожирание 2 #(При входе этого существа в игру вы можете пожертвовать любое количество существ. Это существо входит в игру с количеством жетонов +1/+1 на нем, в два раза превышающим их число.)#
{G}: Виашино Шипастой Стаи получает Пробивной удар до конца хода."
Skeletonize,Скелетонизация,Мгновенное заклинание,"Скелетонизация наносит 3 повреждения целевому существу. Когда существо, которому таким образом были нанесены повреждения, попадает на кладбище в этом ходу, положите в игру одну фишку существа 1/1 черный Скелет со способностью «{B}: регенерируйте это существо»."
Caldera Hellion,Кальдерный Геллион,Существо —  Геллион,"Пожирание 1 #(При входе этого существа в игру вы можете пожертвовать любое количество существ. Это существо входит в игру с таким же количеством жетонов +1/+1 на нем.)#
Когда Кальдерный Геллион входит в игру, он наносит 3 повреждения каждому существу."
Deathgreeter,Зазывала Смерти,Существо —  Человек Шаман,"Каждый раз, когда другое существо попадает из игры на кладбище, вы можете получить 1 жизнь."
Yoked Plowbeast,Впряженный Плугозверь,Существо —  Зверь,"Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#"
Cruel Ultimatum,Жестокий Ультиматум,Волшебство,"Целевой оппонент жертвует существо, сбрасывает три карты, затем теряет 5 жизней. Вы возвращаете карту существа из вашего кладбища в вашу руку, берете три карты, затем получаете 5 жизней."
Dawnray Archer,Лучница Утренней Зари,Существо —  Человек Лучник,"Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#
{W}, {T}: Лучница Утренней Зари наносит 1 повреждение целевому атакующему или блокирующему существу."
Viashino Skeleton,Скелет Виашино,Существо —  Виашино Скелет,"{1}{B}, сбросьте карту: регенерируйте Скелет Виашино."
Resounding Wave,Гулкая Волна,Мгновенное заклинание,"Верните целевой перманент в руку его владельца.
Цикл {5}{W}{U}{B} #({5}{W}{U}{B}, сбросьте эту карту: возьмите карту.)#
Когда вы совершаете цикл Гулкой Волны, верните два целевых перманента в руки их владельцев."
Blood Cultist,Последовательница Культа Крови,Существо —  Человек Чародей,"{T}: Последовательница Культа Крови наносит 1 повреждение целевому существу.
Каждый раз, когда существо, которому Последовательница Культа Крови нанесла повреждения в этом ходу, попадает на кладбище, положите на Последовательницу Культа Крови один жетон +1/+1."
Tar Fiend,Смоляной Демон,Существо —  Элементаль,"Пожирание 2 #(При входе этого существа в игру вы можете пожертвовать любое количество существ. Это существо входит в игру с количеством жетонов +1/+1 на нем, в два раза превышающим их число.)#
Когда Смоляной Демон входит в игру, целевой игрок сбрасывает одну карту за каждое пожранное Смоляным Демоном существо."
Obelisk of Bant,Обелиск Бэнта,Артефакт,"{T}: добавьте {G}, {W} или {U} в ваше хранилище маны."
Guardians of Akrasa,Стражи Акрасы,Существо —  Человек Солдат,"Защитник
Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#"
Empyrial Archangel,Архангел Небесного Огня,Существо —  Ангел,"Полет, Пелена
Все повреждения, которые должны быть нанесены вам, наносятся Архангелу Небесного Огня вместо этого."
Godsire,Отец Богов,Существо —  Зверь,"Бдительность
{T}: положите в игру одну фишку существа 8/8 Зверь, которая является красной, зеленой и белой."
Prince of Thralls,Князь Порабощенных,Существо —  Демон,"Каждый раз, когда перманент под контролем оппонента попадает на кладбище, положите ту карту в игру под вашим контролем, если только тот оппонент не заплатит 3 жизни."
Sphinx Sovereign,Сфинкс-Владыка,Артефактное Существо —  Сфинкс,"Полет
В конце вашего хода вы получаете 3 жизни, если Сфинкс-Владыка не повернут. В противном случае каждый оппонент теряет 3 жизни."
Memory Erosion,Эрозия Памяти,Чары,"Каждый раз, когда оппонент разыгрывает заклинание, тот игрок кладет две верхние карты своей библиотеки на свое кладбище."
"Sedris, the Traitor King","Седрис, Король-Предатель",Легендарное Существо —  Зомби Воин,"Каждая карта существа на вашем кладбище имеет способность Откопать {2}{B}. #({2}{B}: верните эту карту в игру. Это существо получает Ускорение. Удалите его из игры в конце хода, или если оно должно покинуть игру. Откапывайте только как волшебство.)#"
Crumbling Necropolis,Разрушенный Некрополь,Земля,"Разрушенный Некрополь входит в игру повернутым.
{T}: добавьте {U}, {B} или {R} в ваше хранилище маны."
Metallurgeon,Врачеватель Металла,Артефактное Существо —  Человек Механик,"{W}, {T}: регенерируйте целевой артефакт."
Master of Etherium,Мастер Эфирия,Артефактное Существо —  Ведалкен Чародей,"Сила и выносливость Мастера Эфирия равны количеству артефактов под вашим контролем.
Другие артефактные существа под вашим контролем получают +1/+1."
Where Ancients Tread,Где Ступала Нога Древних,Чары,"Каждый раз, когда существо с силой 5 или больше входит в игру под вашим контролем, вы можете заставить Где Ступала Нога Древних нанести 5 повреждений целевому существу или игроку."
Bloodpyre Elemental,Элементаль Кровавого Костра,Существо —  Элементаль,Пожертвуйте Элементаля Кровавого Костра: Элементаль Кровавого Костра наносит 4 повреждения целевому существу. Разыгрывайте эту способность только при возможности разыгрывать волшебство.
Skeletal Kathari,Скелетный Катари,Существо —  Птица Скелет,"Полет
{B}, пожертвуйте существо: регенерируйте Скелетного Катари."
Deft Duelist,Искусный Дуэлянт,Существо —  Человек Бродяга,"Первый удар
Пелена #(Это существо не может быть целью заклинаний или способностей.)#"
Sunseed Nurturer,Проращиватель Солнечных Семян,Существо —  Человек Друид Чародей,"В конце вашего хода, если под вашим контролем есть существо с силой 5 или больше, вы можете получить 2 жизни.
{T}: добавьте {1} в ваше хранилище маны."
Bant Battlemage,Боевой Маг Бэнта,Существо —  Человек Чародей,"{G}, {T}: целевое существо получает Пробивной удар до конца хода.
{U}, {T}: целевое существо получает Полет до конца хода."
Elvish Visionary,Эльфийский Прорицатель,Существо — Эльф Шаман,"Когда Эльфийский Прорицатель выходит на поле битвы, возьмите карту."
Immortal Coil,Петля Бессмертия,Артефакт,"{T}, удалите из игры две карты, находящиеся на вашем кладбище: возьмите карту.
Если вам должны быть нанесены повреждения, предотвратите эти повреждения. Удалите из игры одну карту, находящуюся на вашем кладбище, за каждое 1 повреждение, предотвращенное таким образом.
Когда на вашем кладбище нет карт, вы проигрываете партию."
Sharuum the Hegemon,Шарум Гегемон,Легендарное Артефактное Существо — Сфинкс,"Полет
Когда Шарум Гегемон входит в игру, вы можете вернуть целевую карту артефакта из вашего кладбища в игру."
Arcane Sanctum,Загадочное Святилище,Земля,"Загадочное Святилище входит в игру повернутым.
{T}: добавьте {W}, {U} или {B} в ваше хранилище маны."
Steward of Valeron,Сенешаль Валерона,Существо —  Человек Друид Рыцарь,"Бдительность
{T}: добавьте {G} в ваше хранилище маны."
Violent Ultimatum,Яростный Ультиматум,Волшебство,Уничтожьте три целевых перманента.
Etherium Astrolabe,Эфириевая Астролябия,Артефакт,"Миг
{B}, {T}, пожертвуйте артефакт: возьмите карту."
Angel's Herald,Вестник Ангела,Существо —  Человек Священник,"{2}{W}, {T}, пожертвуйте зеленое существо, белое существо и синее существо: найдите в вашей библиотеке карту с именем Архангел Небесного Огня и положите ее в игру. Затем перетасуйте вашу библиотеку."
Clarion Ultimatum,Призывный Ультиматум,Волшебство,"Выберите пять перманентов под вашим контролем. Для каждого из тех перманентов вы можете найти в вашей библиотеке карту с тем же именем, что и у того перманента. Положите те карты в игру повернутыми, затем перетасуйте вашу библиотеку."
Brilliant Ultimatum,Блестящий Ультиматум,Волшебство,Удалите из игры пять верхних карт вашей библиотеки. Оппонент делит те карты на две стопки. Вы можете разыграть любое количество карт из одной из тех стопок без уплаты их мана-стоимости.
Viscera Dragger,Собиратель Потрохов,Существо —  Зомби Огр Воин,"Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#
Откопать {1}{B} #( {1}{B}: верните эту карту из вашего кладбища в игру. Она получает Ускорение. Удалите ее из игры в конце хода, или если она должна покинуть игру. Откапывайте только как волшебство.)#"
Vectis Silencers,Усмирители из Вектиса,Артефактное Существо —  Человек Бродяга,"{2}{B}: Усмирители из Вектиса получают Смертельное касание до конца хода. #(Каждый раз, когда они наносят повреждения существу, уничтожьте то существо.)#"
Dragon's Herald,Вестник Дракона,Существо —  Гоблин Шаман,"{2}{R}, {T}, пожертвуйте черное существо, красное существо и зеленое существо: найдите в вашей библиотеке карту с именем Змей-Повелитель и положите ее в игру. Затем перетасуйте вашу библиотеку."
Sphinx's Herald,Вестник Сфинкса,Артефактное Существо —  Ведалкен Чародей,"{2}{U}, {T}, пожертвуйте белое существо, синее существо и черное существо: найдите в вашей библиотеке карту с именем Сфинкс-Владыка и положите ее в игру. Затем перетасуйте вашу библиотеку."
Demon's Herald,Вестник Демона,Существо —  Человек Чародей,"{2}{B}, {T}, пожертвуйте синее существо, черное существо и красное существо: найдите в вашей библиотеке карту с именем Князь Порабощенных и положите ее в игру. Затем перетасуйте вашу библиотеку."
Magma Spray,Выброс Магмы,Мгновенное заклинание,"Выброс Магмы наносит 2 повреждения целевому существу. Если то существо должно быть положено на кладбище в этом ходу, удалите его из игры вместо этого."
Marble Chalice,Мраморная Чаша,Артефакт,{T}: вы получаете 1 жизнь.
Outrider of Jhess,Верховой из Джесса,Существо —  Человек Рыцарь,"Повышение #(Каждый раз, когда существо под вашим контролем атакует в одиночку, оно получает +1/+1 до конца хода.)#"
Rakeclaw Gargantuan,Исполин Рвущих Когтей,Существо —  Зверь,{1}: целевое существо с силой 5 или больше получает Первый удар до конца хода.
Ridge Rannet,Раннет Горного Кряжа,Существо —  Зверь,"Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#"
Jungle Weaver,Ткач Джунглей,Существо —  Паук,"Захват #(Этот объект может блокировать существа с Полетом.)#
Цикл {2} #({2}, сбросьте эту карту: возьмите карту.)#"
